timestamp,event_type,entity_id,details
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000105,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000106,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000107,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000108,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000109,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000110,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000111,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000112,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000113,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000114,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000115,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000116,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000117,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000118,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000119,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000120,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000121,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000122,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000123,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000124,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000125,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000126,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000127,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000128,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000129,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000130,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000131,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000132,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000133,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000134,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000135,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000136,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000137,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000138,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000139,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000140,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000141,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000142,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000143,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000144,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000145,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000146,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000147,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000148,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000149,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000150,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000151,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000152,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000153,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000154,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000155,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000156,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000157,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000158,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000159,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000160,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000161,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000162,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000163,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000164,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000165,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000166,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000167,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000168,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000169,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000170,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000171,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000172,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000173,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000174,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000175,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000176,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000177,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000178,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000179,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000180,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000181,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000182,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000183,APPROVE risk_score=16.42
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000184,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000185,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000186,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000187,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000188,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000189,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000190,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000191,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000192,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000193,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000194,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000195,APPROVE risk_score=18.02
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000196,APPROVE risk_score=39.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000197,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000198,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000199,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000200,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000201,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000202,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000203,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000204,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000205,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000206,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000207,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000208,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000209,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000210,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000211,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000212,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000213,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000214,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000215,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000216,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000217,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000218,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000219,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000220,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000221,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000222,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000223,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000224,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000225,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000226,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000227,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000228,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000229,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000230,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000231,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000232,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000233,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000234,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000235,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000236,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000237,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000238,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000239,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000240,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000241,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000242,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000243,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000244,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000245,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000246,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000247,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000248,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000249,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000250,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000251,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000252,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000253,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000254,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000255,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000256,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000257,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000258,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000259,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000260,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000261,REVIEW risk_score=58.98
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000262,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000263,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000264,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000265,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000266,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000267,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000268,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000269,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000270,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000271,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000272,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000273,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000274,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000275,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000276,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000277,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000278,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000279,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000280,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000281,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000282,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000283,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000284,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000285,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000286,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000287,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000288,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000289,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000290,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000291,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000292,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000293,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000294,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000295,APPROVE risk_score=0.0
2026-05-22T14:48:39.396173+00:00,RISK_SCORE,T000296,APPROVE risk_score=0.0
