transaction_id,customer_id,account_id,merchant_id,device_id,ip_address,amount,currency,transaction_type,channel,country,timestamp,status
T000028,C0107,A0107,M0035,D0107,10.108.150.192,1498.52,INR,CARD,WEB,CN,2026-05-13T16:07:00,SUCCESS
T000029,C0066,A0066,M0043,D0066,10.67.63.59,15172.24,INR,WALLET,POS,NG,2026-05-01T10:05:00,SUCCESS
T000030,C0025,A0025,M0051,D0494,10.26.176.126,3024.35,INR,CARD,MOBILE,KP,2026-05-13T19:13:00,SUCCESS
T000031,C0048,A0048,M0010,D0204,10.49.137.25,9169.59,INR,CARD,MOBILE,IR,2026-05-06T00:38:00,SUCCESS
T000032,C0010,A0010,M0026,D_SHARED_FRAUD,203.0.113.77,12000.0,INR,WALLET,MOBILE,IN,2026-05-11T22:10:00,SUCCESS
T000033,C0011,A0011,M0028,D_SHARED_FRAUD,203.0.113.77,13000.0,INR,CARD,API,IN,2026-05-10T19:17:00,SUCCESS
T000034,C0012,A0012,M0016,D_SHARED_FRAUD,203.0.113.77,14000.0,INR,WALLET,API,AE,2026-05-13T15:34:00,FAILED
T000035,C0013,A0013,M0003,D_SHARED_FRAUD,203.0.113.77,15000.0,INR,UPI,POS,IN,2026-05-07T00:15:00,SUCCESS
T000036,C0014,A0014,M0020,D_SHARED_FRAUD,203.0.113.77,16000.0,INR,NEFT,MOBILE,IN,2026-05-09T13:18:00,SUCCESS
T000037,C0015,A0015,M0049,D_SHARED_FRAUD,203.0.113.77,17000.0,INR,UPI,MOBILE,IN,2026-05-10T00:33:00,SUCCESS
T000038,C0016,A0016,M0046,D_SHARED_FRAUD,203.0.113.77,18000.0,INR,WALLET,MOBILE,IN,2026-05-11T10:54:00,SUCCESS
T000039,C0017,A0017,M0018,D_SHARED_FRAUD,203.0.113.77,19000.0,INR,CARD,WEB,IN,2026-05-08T14:56:00,SUCCESS
T000040,C0018,A0018,M0052,D_SHARED_FRAUD,203.0.113.77,20000.0,INR,UPI,WEB,IN,2026-05-03T16:14:00,SUCCESS
T000041,C0019,A0019,M0003,D_SHARED_FRAUD,203.0.113.77,21000.0,INR,CARD,WEB,IN,2026-05-07T21:14:00,PENDING
T000042,C0020,A0020,M0045,D_SHARED_FRAUD,203.0.113.77,22000.0,INR,UPI,MOBILE,IN,2026-05-14T06:20:00,SUCCESS
T000043,C0021,A0021,M0034,D_SHARED_FRAUD,203.0.113.77,23000.0,INR,WALLET,MOBILE,IN,2026-05-11T22:19:00,PENDING
T000044,C0022,A0022,M0007,D_SHARED_FRAUD,203.0.113.77,24000.0,INR,UPI,WEB,IN,2026-05-03T12:27:00,SUCCESS
T000045,C0023,A0023,M0036,D_SHARED_FRAUD,203.0.113.77,25000.0,INR,CARD,API,IN,2026-05-09T18:29:00,SUCCESS
T000046,C0024,A0024,M0015,D_SHARED_FRAUD,203.0.113.77,26000.0,INR,NEFT,API,IN,2026-05-13T20:52:00,SUCCESS
T000047,C0025,A0025,M0021,D_SHARED_FRAUD,203.0.113.77,27000.0,INR,CARD,WEB,IN,2026-05-07T00:27:00,SUCCESS
T000048,C0041,A0041,M0001,D0041,10.42.88.134,9000.0,INR,UPI,MOBILE,IN,2026-05-12T16:30:00,SUCCESS
T000049,C0091,A0091,M0001,D0091,10.92.38.184,9400.0,INR,NEFT,POS,IN,2026-05-12T16:31:00,SUCCESS
T000050,C0083,A0083,M0001,D0083,10.84.182.80,9800.0,INR,WALLET,MOBILE,IN,2026-05-12T16:32:00,SUCCESS
T000051,C0096,A0096,M0001,D0096,10.97.73.49,10200.0,INR,UPI,API,IN,2026-05-12T16:33:00,SUCCESS
T000052,C0085,A0085,M0001,D0085,10.86.196.106,10600.0,INR,WALLET,POS,IN,2026-05-12T16:34:00,SUCCESS
T000053,C0088,A0088,M0001,D0088,10.89.17.145,11000.0,INR,WALLET,POS,IN,2026-05-12T16:35:00,SUCCESS
T000054,C0122,A0122,M0001,D0122,10.123.55.187,11400.0,INR,UPI,WEB,IN,2026-05-12T16:36:00,SUCCESS
T000055,C0057,A0057,M0001,D0057,10.58.200.142,11800.0,INR,WALLET,MOBILE,IN,2026-05-12T16:37:00,SUCCESS
T000056,C0042,A0042,M0001,D0042,10.43.95.147,12200.0,INR,CARD,API,IN,2026-05-12T16:38:00,SUCCESS
T000057,C0019,A0019,M0001,D0144,10.20.134.48,12600.0,INR,NEFT,MOBILE,US,2026-05-12T16:39:00,SUCCESS
T000058,C0030,A_MULE_001,M0006,D0056,10.57.193.129,10000.0,INR,UPI,WEB,IN,2026-05-12T12:36:00,PENDING
T000059,C0031,A_MULE_001,M0006,D0081,10.82.168.54,15000.0,INR,UPI,WEB,IN,2026-05-15T01:09:00,SUCCESS
T000060,C0032,A_MULE_001,M0049,D0046,10.47.123.199,20000.0,INR,UPI,MOBILE,IN,2026-05-12T20:56:00,SUCCESS
T000061,C0033,A_MULE_001,M0050,D0020,10.21.141.61,10000.0,INR,UPI,WEB,IN,2026-05-02T17:17:00,SUCCESS
T000062,C0034,A_MULE_001,M0018,D0028,10.29.197.165,15000.0,INR,UPI,MOBILE,IN,2026-05-10T12:09:00,SUCCESS
T000063,C0035,A_MULE_001,M0023,D0033,10.34.32.30,20000.0,INR,UPI,MOBILE,IN,2026-05-06T21:32:00,SUCCESS
T000064,C0036,A_MULE_001,M0041,D0067,10.68.70.72,10000.0,INR,UPI,ATM,IN,2026-05-12T00:16:00,SUCCESS
T000065,C0037,A_MULE_001,M0054,D0010,10.11.71.131,15000.0,INR,UPI,WEB,IN,2026-05-14T05:24:00,SUCCESS
T000066,C0038,A_MULE_001,M0012,D0049,10.50.144.38,20000.0,INR,UPI,MOBILE,IN,2026-05-01T11:10:00,SUCCESS
T000067,C0039,A_MULE_001,M0029,D0070,10.71.91.111,10000.0,INR,UPI,WEB,IN,2026-05-02T01:37:00,SUCCESS
T000068,C0040,A_MULE_001,M0041,D0032,10.33.25.17,15000.0,INR,UPI,MOBILE,IN,2026-05-05T03:57:00,SUCCESS
T000069,C0041,A_MULE_001,M0003,D0105,10.106.136.166,20000.0,INR,UPI,MOBILE,US,2026-05-02T16:56:00,SUCCESS
T000070,C0058,A0058,M0026,D0058,10.59.7.155,20000.0,INR,UPI,WEB,IN,2026-05-09T13:49:00,SUCCESS
T000071,C0051,A0051,M0011,D0051,10.52.158.64,50000.0,INR,UPI,MOBILE,IN,2026-05-04T19:05:00,SUCCESS
T000072,C0006,A0006,M0048,D0006,10.7.43.79,100000.0,INR,UPI,MOBILE,IN,2026-05-02T02:05:00,SUCCESS
T000073,C0014,A0014,M0045,D0014,10.15.99.183,100000.0,INR,UPI,API,IN,2026-05-04T07:32:00,SUCCESS
T000074,C0050,A0050,M0050,D0050,10.51.151.51,100000.0,INR,UPI,WEB,IN,2026-05-03T18:14:00,FAILED
T000075,C0119,A0119,M0020,D0119,10.120.34.148,10000.0,INR,UPI,MOBILE,IN,2026-05-12T13:18:00,SUCCESS
T000076,C0108,A0108,M0044,D0108,10.109.157.5,50000.0,INR,UPI,POS,IN,2026-05-10T05:44:00,SUCCESS
T000077,C0033,A0033,M0019,D0033,10.34.32.30,10000.0,INR,UPI,MOBILE,IN,2026-05-09T03:16:00,SUCCESS
T000078,C0038,A0038,M0042,D0038,10.39.67.95,20000.0,INR,UPI,MOBILE,IN,2026-05-09T06:03:00,FAILED
T000079,C0022,A0022,M0050,D0022,10.152.216.100,50000.0,INR,UPI,MOBILE,IN,2026-05-14T11:23:00,SUCCESS
T000080,C0085,A0085,M0013,D0085,10.86.196.106,100000.0,INR,UPI,MOBILE,IN,2026-05-08T07:47:00,SUCCESS
T000081,C0110,A0110,M0048,D0110,10.111.171.31,50000.0,INR,UPI,ATM,IN,2026-05-04T09:11:00,FAILED
T000082,C0067,A0067,M0051,D_NEW_82,10.68.70.72,53200.0,INR,WALLET,MOBILE,IN,2026-05-13T14:32:00,SUCCESS
T000083,C0063,A0063,M0050,D_NEW_83,10.64.42.20,53300.0,INR,CARD,MOBILE,IN,2026-05-13T14:33:00,SUCCESS
T000084,C0027,A0027,M0003,D_NEW_84,10.28.190.152,53400.0,INR,CARD,WEB,IN,2026-05-13T14:34:00,SUCCESS
T000085,C0078,A0078,M0036,D_NEW_85,10.79.147.15,53500.0,INR,CARD,WEB,IN,2026-05-13T14:35:00,SUCCESS
T000086,C0017,A0017,M0022,D_NEW_86,10.51.103.58,53600.0,INR,UPI,WEB,US,2026-05-13T14:36:00,SUCCESS
T000087,C0044,A0044,M0020,D_NEW_87,10.45.109.173,53700.0,INR,WALLET,MOBILE,IN,2026-05-13T14:37:00,SUCCESS
T000088,C0065,A0065,M0050,D_NEW_88,10.66.56.46,53800.0,INR,UPI,POS,IN,2026-05-13T14:38:00,SUCCESS
T000089,C0008,A0008,M0054,D_NEW_89,10.9.57.105,53900.0,INR,WALLET,MOBILE,IN,2026-05-13T14:39:00,SUCCESS
T000090,C0024,A0024,M0029,D0024,10.25.169.113,12448.26,INR,WALLET,POS,SG,2026-05-12T23:53:00,SUCCESS
T000091,C0115,A0115,M0043,D0115,10.116.6.96,6455.35,INR,WALLET,WEB,IN,2026-05-07T18:26:00,SUCCESS
T000092,C0057,A0057,M0039,D0057,10.58.200.142,907.52,INR,NEFT,MOBILE,GB,2026-05-02T11:01:00,SUCCESS
T000093,C0010,A0010,M0028,D0010,10.9.208.56,5960.33,INR,WALLET,API,IN,2026-05-09T06:10:00,SUCCESS
T000094,C0006,A0006,M0050,D0006,10.7.43.79,2649.41,INR,CARD,WEB,IN,2026-05-08T11:30:00,SUCCESS
T000095,C0100,A0100,M0019,D0063,10.101.101.101,1061.31,INR,UPI,MOBILE,SG,2026-05-13T06:23:00,SUCCESS
T000096,C0047,A0047,M0035,D0047,10.48.130.12,3367.76,INR,CARD,MOBILE,IN,2026-05-12T02:55:00,SUCCESS
T000097,C0090,A0090,M0032,D0090,10.91.31.171,3196.18,INR,CARD,WEB,IN,2026-05-08T08:12:00,PENDING
T000098,C0012,A0012,M0040,D0012,10.13.85.157,10432.85,INR,UPI,WEB,IN,2026-05-09T16:14:00,PENDING
T000099,C0002,A0002,M0044,D0002,10.3.15.27,3100.81,INR,CARD,POS,IN,2026-05-12T21:15:00,SUCCESS
T000100,C0024,A0024,M0042,D0024,10.25.169.113,4346.52,INR,WALLET,MOBILE,IN,2026-05-10T18:44:00,SUCCESS
T000101,C0046,A0046,M0032,D0046,10.47.123.199,1348.25,INR,UPI,MOBILE,IN,2026-05-11T19:23:00,SUCCESS
T000102,C0028,A0028,M0010,D0028,10.228.204.40,3503.86,INR,UPI,WEB,US,2026-05-11T13:29:00,SUCCESS
T000103,C0095,A0095,M0044,D0095,10.96.66.36,2022.19,INR,UPI,MOBILE,IN,2026-05-03T10:32:00,SUCCESS
T000104,C0103,A0103,M0038,D0103,10.104.122.140,2979.25,INR,NEFT,POS,IN,2026-05-07T12:37:00,SUCCESS
T000105,C0102,A0102,M0018,D0102,10.103.115.127,12411.45,INR,UPI,ATM,IN,2026-05-06T20:43:00,SUCCESS
T000106,C0045,A0045,M0049,D0045,10.46.116.186,6411.89,INR,NEFT,POS,IN,2026-05-04T16:17:00,SUCCESS
T000107,C0002,A0002,M0045,D0002,10.3.15.27,1369.48,INR,NEFT,WEB,IN,2026-05-14T02:17:00,SUCCESS
T000108,C0072,A0072,M0026,D0072,10.73.105.137,6800.08,INR,CARD,POS,IN,2026-05-11T08:32:00,SUCCESS
T000109,C0028,A0028,M0008,D0333,10.29.197.165,958.87,INR,CARD,MOBILE,IN,2026-05-05T18:37:00,FAILED
T000110,C0053,A0053,M0018,D0053,10.54.172.90,2032.96,INR,UPI,MOBILE,SG,2026-05-12T02:13:00,SUCCESS
T000111,C0050,A0050,M0012,D0050,10.51.151.51,2358.74,INR,UPI,POS,IN,2026-05-12T17:49:00,SUCCESS
T000112,C0124,A0124,M0000,D0124,10.207.143.68,1809.51,INR,CARD,MOBILE,IN,2026-05-07T09:27:00,SUCCESS
T000113,C0072,A0072,M0020,D0072,10.73.105.137,1169.63,INR,CARD,API,IN,2026-05-04T07:10:00,SUCCESS
T000114,C0025,A0025,M0041,D0025,10.26.176.126,6423.2,INR,CARD,MOBILE,IN,2026-05-09T06:37:00,SUCCESS
T000115,C0051,A0051,M0007,D0051,10.52.158.64,1213.82,INR,CARD,MOBILE,GB,2026-05-15T03:17:00,SUCCESS
T000116,C0124,A0124,M0040,D0124,10.125.69.13,3840.3,INR,UPI,MOBILE,IN,2026-05-04T16:57:00,SUCCESS
T000117,C0036,A0036,M0015,D0036,10.37.53.69,3344.15,INR,UPI,MOBILE,SG,2026-05-08T13:30:00,SUCCESS
T000118,C0050,A0050,M0004,D0050,10.51.151.51,888.52,INR,CARD,POS,IN,2026-05-03T15:24:00,SUCCESS
T000119,C0076,A0076,M0046,D0076,10.77.133.189,548.59,INR,WALLET,MOBILE,IN,2026-05-08T21:39:00,SUCCESS
T000120,C0094,A0094,M0040,D0052,10.95.59.23,5118.46,INR,WALLET,WEB,IN,2026-05-02T00:33:00,SUCCESS
T000121,C0102,A0102,M0016,D0102,10.103.115.127,2719.68,INR,CARD,WEB,IN,2026-05-08T09:57:00,SUCCESS
T000122,C0120,A0120,M0050,D0120,10.121.41.161,11872.15,INR,CARD,MOBILE,IN,2026-05-07T17:28:00,SUCCESS
T000123,C0120,A0120,M0019,D0196,10.121.41.161,4488.74,INR,CARD,API,IN,2026-05-09T17:43:00,SUCCESS
T000124,C0051,A0051,M0033,D0051,10.52.158.64,5113.62,INR,WALLET,MOBILE,IN,2026-05-15T02:16:00,SUCCESS
T000125,C0029,A0029,M0025,D0029,10.30.4.178,5485.41,INR,NEFT,WEB,IN,2026-05-04T10:58:00,SUCCESS
T000126,C0056,A0056,M0019,D0056,10.57.193.129,2546.39,INR,WALLET,MOBILE,IN,2026-05-08T22:03:00,SUCCESS
T000127,C0032,A0032,M0042,D0032,10.33.25.17,2560.36,INR,UPI,MOBILE,IN,2026-05-06T03:22:00,SUCCESS
T000128,C0119,A0119,M0005,D0119,10.120.34.148,4537.84,INR,CARD,WEB,IN,2026-05-08T00:58:00,SUCCESS
T000129,C0104,A0104,M0044,D0104,10.105.129.153,581.51,INR,WALLET,POS,GB,2026-05-12T22:32:00,SUCCESS
T000130,C0041,A0041,M0003,D0041,10.42.88.134,1289.97,INR,WALLET,MOBILE,IN,2026-05-08T18:22:00,SUCCESS
T000131,C0103,A0103,M0016,D0103,10.104.122.140,4282.46,INR,CARD,WEB,IN,2026-05-10T07:31:00,SUCCESS
T000132,C0020,A0020,M0023,D0020,10.21.141.61,3425.07,INR,UPI,POS,IN,2026-05-03T12:35:00,SUCCESS
T000133,C0080,A0080,M0047,D0080,10.81.161.41,2464.03,INR,UPI,WEB,GB,2026-05-02T22:28:00,SUCCESS
T000134,C0036,A0036,M0033,D0036,10.37.53.69,10242.62,INR,CARD,MOBILE,IN,2026-05-10T00:26:00,SUCCESS
T000135,C0084,A0084,M0023,D0084,10.85.189.93,1638.31,INR,UPI,MOBILE,IN,2026-05-02T14:08:00,SUCCESS
T000136,C0105,A0105,M0045,D0105,10.106.136.166,2741.67,INR,CARD,WEB,GB,2026-05-14T09:24:00,SUCCESS
T000137,C0061,A0061,M0022,D0061,10.62.28.194,1551.2,INR,CARD,POS,IN,2026-05-08T14:16:00,SUCCESS
T000138,C0121,A0121,M0052,D0121,10.122.48.174,1039.81,INR,UPI,MOBILE,IN,2026-05-06T12:08:00,SUCCESS
T000139,C0096,A0096,M0005,D0096,10.97.73.49,3050.79,INR,UPI,WEB,IN,2026-05-14T13:12:00,SUCCESS
T000140,C0038,A0038,M0051,D0038,10.39.67.95,4352.48,INR,NEFT,POS,AE,2026-05-08T09:04:00,SUCCESS
T000141,C0090,A0090,M0015,D0090,10.91.31.171,3999.6,INR,WALLET,API,IN,2026-05-06T03:32:00,SUCCESS
T000142,C0079,A0079,M0036,D0079,10.80.154.28,7737.63,INR,UPI,MOBILE,AE,2026-05-13T00:49:00,PENDING
T000143,C0114,A0114,M0049,D0114,10.115.199.83,7594.51,INR,CARD,WEB,IN,2026-05-09T10:26:00,SUCCESS
T000144,C0079,A0079,M0029,D0079,10.80.154.28,14136.81,INR,UPI,POS,IN,2026-05-03T03:44:00,SUCCESS
T000145,C0013,A0013,M0006,D0013,10.14.92.170,1555.33,INR,CARD,MOBILE,IN,2026-05-03T20:28:00,SUCCESS
T000146,C0115,A0115,M0031,D0115,10.116.6.96,3486.47,INR,CARD,MOBILE,IN,2026-05-06T17:34:00,SUCCESS
T000147,C0008,A0008,M0049,D0008,10.9.57.105,5148.2,INR,CARD,MOBILE,IN,2026-05-12T16:34:00,SUCCESS
T000148,C0082,A0082,M0027,D0435,10.83.175.67,1457.95,INR,CARD,MOBILE,IN,2026-05-11T15:33:00,SUCCESS
T000149,C0005,A0005,M0035,D0005,10.6.36.66,2729.06,INR,CARD,ATM,IN,2026-05-04T11:27:00,SUCCESS
T000150,C0088,A0088,M0009,D0088,10.89.17.145,2067.92,INR,UPI,MOBILE,IN,2026-05-01T23:17:00,SUCCESS
T000151,C0017,A0017,M0050,D0017,10.210.136.5,2511.44,INR,WALLET,MOBILE,IN,2026-05-11T09:19:00,SUCCESS
T000152,C0121,A0121,M0003,D0121,10.122.48.174,2072.75,INR,CARD,WEB,IN,2026-05-13T06:31:00,SUCCESS
T000153,C0062,A0062,M0008,D0062,10.63.35.7,1157.18,INR,RTGS,WEB,IN,2026-05-09T00:02:00,FAILED
T000154,C0039,A0039,M0012,D0039,10.40.74.108,1694.87,INR,CARD,API,IN,2026-05-02T17:53:00,SUCCESS
T000155,C0026,A0026,M0034,D0026,10.27.183.139,3911.59,INR,WALLET,MOBILE,IN,2026-05-10T09:23:00,SUCCESS
T000156,C0123,A0123,M0017,D0123,10.124.62.200,869.2,INR,CARD,ATM,IN,2026-05-02T08:56:00,SUCCESS
T000157,C0003,A0003,M0044,D0003,10.4.22.40,4831.96,INR,CARD,MOBILE,US,2026-05-14T17:11:00,SUCCESS
T000158,C0035,A0035,M0029,D0035,10.36.46.56,3292.13,INR,UPI,MOBILE,IN,2026-05-05T09:17:00,SUCCESS
T000159,C0033,A0033,M0018,D0033,10.34.32.30,4398.36,INR,UPI,MOBILE,IN,2026-05-10T11:50:00,SUCCESS
T000160,C0040,A0040,M0011,D0040,10.41.81.121,2498.93,INR,UPI,WEB,IN,2026-05-09T16:25:00,SUCCESS
T000161,C0092,A0092,M0053,D0050,10.93.45.197,5608.94,INR,NEFT,MOBILE,IN,2026-05-09T19:03:00,SUCCESS
T000162,C0033,A0033,M0052,D0033,10.34.32.30,26424.05,INR,UPI,MOBILE,AE,2026-05-09T00:47:00,SUCCESS
T000163,C0009,A0009,M0008,D0009,10.10.64.118,11053.1,INR,CARD,MOBILE,IN,2026-05-15T01:37:00,FAILED
T000164,C0123,A0123,M0014,D0123,10.124.62.200,3928.96,INR,WALLET,WEB,SG,2026-05-15T00:14:00,SUCCESS
T000165,C0032,A0032,M0047,D0032,10.33.25.17,1295.36,INR,CARD,WEB,SG,2026-05-04T13:11:00,SUCCESS
T000166,C0023,A0023,M0037,D0023,10.24.162.100,2871.6,INR,UPI,WEB,IN,2026-05-08T11:11:00,SUCCESS
T000167,C0044,A0044,M0046,D0044,10.45.109.173,20516.37,INR,CARD,MOBILE,GB,2026-05-07T09:12:00,SUCCESS
T000168,C0042,A0042,M0041,D0042,10.43.95.147,1420.84,INR,UPI,POS,GB,2026-05-04T13:02:00,SUCCESS
T000169,C0075,A0075,M0018,D0244,10.76.126.176,1589.28,INR,CARD,WEB,IN,2026-05-07T15:59:00,SUCCESS
T000170,C0076,A0076,M0051,D0076,10.77.133.189,6317.57,INR,UPI,MOBILE,IN,2026-05-02T21:22:00,SUCCESS
T000171,C0034,A0034,M0018,D0034,10.35.39.43,3907.67,INR,UPI,MOBILE,IN,2026-05-05T23:10:00,SUCCESS
T000172,C0074,A0074,M0054,D0074,10.75.119.163,7789.34,INR,UPI,ATM,IN,2026-05-11T15:25:00,SUCCESS
T000173,C0105,A0105,M0042,D0105,10.106.136.166,8070.33,INR,WALLET,MOBILE,AE,2026-05-05T16:38:00,SUCCESS
T000174,C0004,A0004,M0040,D0004,10.5.29.53,2193.5,INR,CARD,POS,IN,2026-05-12T13:32:00,SUCCESS
T000175,C0122,A0122,M0022,D0122,10.123.55.187,6135.77,INR,CARD,MOBILE,US,2026-05-03T23:11:00,SUCCESS
T000176,C0033,A0033,M0022,D0033,10.34.32.30,7759.39,INR,UPI,WEB,IN,2026-05-12T02:38:00,SUCCESS
T000177,C0043,A0043,M0053,D0043,10.44.102.160,5761.46,INR,NEFT,API,IN,2026-05-03T16:46:00,SUCCESS
T000178,C0017,A0017,M0014,D0017,10.18.120.22,8261.48,INR,WALLET,MOBILE,IN,2026-05-06T17:47:00,SUCCESS
T000179,C0090,A0090,M0027,D0090,10.91.31.171,1805.73,INR,UPI,WEB,IN,2026-05-08T13:06:00,FAILED
T000180,C0032,A0032,M0018,D0032,10.33.25.17,6706.39,INR,CARD,MOBILE,IN,2026-05-11T10:16:00,PENDING
T000181,C0095,A0095,M0049,D0095,10.116.234.23,12160.94,INR,WALLET,API,IN,2026-05-02T23:18:00,SUCCESS
T000182,C0085,A0085,M0024,D0085,10.86.196.106,3119.08,INR,UPI,WEB,IN,2026-05-09T15:35:00,SUCCESS
T000183,C0004,A0004,M0052,D0004,10.5.29.53,24415.46,INR,NEFT,POS,IN,2026-05-13T06:47:00,SUCCESS
T000184,C0040,A0040,M0020,D0040,10.41.81.121,6416.55,INR,UPI,MOBILE,IN,2026-05-11T03:01:00,SUCCESS
T000185,C0032,A0032,M0042,D0032,10.33.25.17,3351.37,INR,CARD,WEB,SG,2026-05-05T13:35:00,SUCCESS
T000186,C0065,A0065,M0054,D0065,10.66.56.46,5837.2,INR,WALLET,MOBILE,IN,2026-05-11T03:38:00,SUCCESS
T000187,C0003,A0003,M0045,D0003,10.4.22.40,4062.63,INR,CARD,WEB,IN,2026-05-13T13:06:00,SUCCESS
T000188,C0065,A0065,M0047,D0065,10.66.56.46,4910.61,INR,WALLET,WEB,IN,2026-05-01T15:53:00,SUCCESS
T000189,C0023,A0023,M0048,D0023,10.24.162.100,15450.63,INR,NEFT,MOBILE,IN,2026-05-04T02:12:00,SUCCESS
T000190,C0121,A0121,M0038,D0121,10.122.48.174,1230.75,INR,NEFT,MOBILE,IN,2026-05-01T22:16:00,SUCCESS
T000191,C0123,A0123,M0052,D0123,10.124.62.200,3744.93,INR,CARD,MOBILE,IN,2026-05-09T05:13:00,SUCCESS
T000192,C0053,A0053,M0004,D0413,10.54.172.90,6427.15,INR,UPI,MOBILE,IN,2026-05-05T05:18:00,SUCCESS
T000193,C0021,A0021,M0001,D0421,10.22.148.74,837.66,INR,UPI,MOBILE,AE,2026-05-07T00:29:00,SUCCESS
T000194,C0015,A0015,M0008,D0015,10.16.106.196,2528.66,INR,RTGS,MOBILE,IN,2026-05-06T15:34:00,SUCCESS
T000195,C0026,A0026,M0017,D0026,10.27.183.139,27884.21,INR,UPI,ATM,IN,2026-05-03T18:13:00,SUCCESS
T000196,C0000,A0000,M0016,D0000,10.1.1.1,35833.55,INR,UPI,POS,IN,2026-05-01T16:58:00,SUCCESS
T000197,C0095,A0095,M0023,D0095,10.96.66.36,2645.89,INR,WALLET,MOBILE,IN,2026-05-14T14:31:00,SUCCESS
T000198,C0006,A0006,M0014,D0006,10.7.43.79,4219.82,INR,CARD,MOBILE,IN,2026-05-05T01:58:00,SUCCESS
T000199,C0057,A0057,M0002,D0057,10.58.200.142,10606.43,INR,WALLET,WEB,IN,2026-05-03T11:22:00,SUCCESS
T000200,C0120,A0120,M0046,D0120,10.121.41.161,1075.31,INR,UPI,ATM,AE,2026-05-05T03:33:00,SUCCESS
T000201,C0005,A0005,M0019,D0005,10.6.36.66,8244.87,INR,UPI,WEB,AE,2026-05-14T23:18:00,SUCCESS
